id	DF	DM	SeedPerPod	PodPerPlant	SW	SeedYield
VI001612AG	45.8749999998629	69.1894908159052	10.1956153420258	23.5876880168171	2.48499999999868	6.64406250000267
VI001628AG	42.3124999998629	67.0000000013232	9.63333333340726	26.4166666666663	3.63499999999868	10.2005208343777
VI001651BG	44.4374999998629	70.3125000013232	9.77500000007393	38.1416666666662	3.06499999999868	7.74364583331518
VI001652BG	42.3124999998629	70.7916666679899	9.46944444340726	24.4083333333329	2.82499999999868	8.02072916687768
VI001654BG	42.8124999998629	69.8125000013232	9.30555555674059	27.0083333333329	2.91999999999868	7.96070833250267
VI001678BG	40.4999999998629	67.3958333346565	9.6027777767406	24.5666666666663	3.56499999999868	7.89484375000268
VI001692AG	43.6874999998629	68.6250000013232	9.7166666667406	27.8333333333329	2.84499999999868	8.36070312500267
VI001698BG	41.5624999998629	66.1875000013232	11.0000000000739	22.0916666666663	3.83999999999868	9.64239583416935
VI001728AG	46.9374999998629	69.6875000013232	10.0166666667406	17.8499999999996	2.88499999999868	7.87520833333601
VI001733BG	40.3749999998629	67.3333333346565	10.3277777767406	25.6833333333329	5.17999999999868	9.63656250062767
VI001743BG	46.4374999998629	71.6250000013232	9.46944444340726	25.8249999999996	3.13999999999868	8.87069605680408
VI001756BG	41.7499999998629	67.7500000013232	10.3000000000739	30.5416666666663	3.40999999999868	7.46421875000267
VI001762A-GM	46.3749999998629	71.3750000013232	9.53333333340726	19.0333333333329	3.10982306070324	5.19812500000267
VI001806AG	48.6874999998629	72.2500000013232	8.79561534202585	14.4499999999996	2.92249999999868	4.73328125000267
VI001806BG	45.9374999998629	69.6250000013232	10.8000000000739	23.6583333333329	3.42499999999868	7.46212500000268
VI001820BG	46.8749999998629	70.4394908159052	10.3333333334073	16.4666666666663	2.71499999999868	7.05673772347074
VI001859BG	41.1874999998629	67.5000000013232	10.2750000000739	18.8166666666663	4.85499999999868	8.68927083333601
VI001974BG	38.4374999998629	68.2500000013232	10.1333333334073	21.8249999999996	3.41999999999868	8.72533854166934
VI001993BG	39.7499999998629	67.8125000013232	10.6333333334073	29.2416666666663	3.64999999999868	9.72218750000268
VI002009BG	36.8124999998629	67.5000000013232	10.6083333334073	19.1916666666663	3.73499999999868	6.40958333335684
VI002012BG	39.5624999998629	66.3750000013232	10.7250000000739	23.0749999999996	3.50999999999868	9.912395833336
VI002051BG	46.4374999998629	71.4375000013232	10.2250000000739	27.7833333333329	3.46499999999868	8.30986272347075
VI002063BG	41.0624999998629	67.6250000013232	12.2750000000739	12.9833333333329	4.37499999999868	7.42587500000267
VI002173AG	42.9374999998629	70.0625000013232	9.58333333340726	30.6333333333329	2.92499999999868	8.77265625000268
VI002173BG	40.4374999998629	66.8125000013232	10.1083333334073	11.2616666666663	3.49499999999868	6.47093750000267
VI002176AG	37.4999999998629	65.6875000013232	9.80000000007393	22.0999999999996	2.72499999999868	8.20557291666934
VI002176BG	42.1249999998629	67.9375000013232	9.7416666667406	25.2249999999996	3.49499999999868	9.14408333333601
VI002190BG	42.3124999998629	67.6875000013232	9.94166666674059	24.1416666666663	4.22749999999868	9.73385416666934
VI002195AG	41.7499999998629	68.5000000013232	9.41666666674059	18.8833333333329	5.39499999999868	9.61734375000268
VI002197BG	40.7499999998629	66.7500000013232	9.53333333340726	23.0583333333329	3.60499999999868	8.19500000000268
VI002206AG	40.3124999998629	68.1875000013232	9.77500000007393	17.4749999999996	5.04999999999868	11.4028125000027
VI002239AG	39.5624999998629	67.5000000013232	9.4916666667406	18.5833333333329	3.25999999999868	5.61656250000267
VI002274B-BL	42.2723066431512	70.1329551936716	7.46666666674059	23.7689793350396	3.74017693929412	10.9831708158897
VI002284BG	41.4374999998629	68.3125000013232	10.4416666667406	12.8666666666663	3.05999999999868	6.08298772347074
VI002402BG	42.7499999998629	68.6250000013232	10.9916666667406	17.3833333333329	4.18499999999868	7.68653125000267
VI002432AG	44.3124999998629	65.3125000013232	10.4916666667406	14.0499999999996	5.70749999999868	8.88734375000267
VI002437BG	38.9999999998629	70.2500000013232	9.94166666674059	19.6949999999996	2.90999999999868	9.11268229166934
VI002456AG	40.3124999998629	66.4687500013232	10.5527777767406	26.9999999999996	5.10999999999868	8.20093750000268
VI002469AG	43.4374999998629	69.2500000013232	10.5000000000739	27.4466666666663	4.13499999999868	8.14402083333601
VI002487AG	42.3124999998629	67.4375000013232	10.3833333334073	26.5916666666663	3.40999999999868	7.78796875000267
VI002523AG	44.9999999998629	70.4375000013232	10.2166666667406	25.5499999999996	5.00999999999868	6.95539062500267
VI002529B-BL	46.7499999998629	69.7500000013232	9.47500000007393	31.7249999999996	3.11749999999868	7.17048772347075
VI002532AG	41.4999999998629	68.8125000013232	10.9166666667406	16.6583333333329	3.62999999999868	6.07425000000267
VI002537AG	44.0624999998629	67.2708333346565	10.2777777767406	18.9083333333329	4.34999999999868	8.52552083250268
VI002569BG	45.8124999998629	72.9375000013232	10.1888888900739	17.9249999999996	3.62499999999868	8.09352083250267
VI002587AG	41.8749999998629	68.8333333346565	10.4166666667406	17.6416666666663	5.48999999999868	9.44080729187768
VI002611AG	44.6874999998629	69.5625000013232	10.1083333334073	21.3999999999996	5.25749999999868	10.7671666675027
VI002646AG	43.9374999998629	71.5000000013232	10.7500000000739	15.3416666666663	4.48999999999868	7.62708333333601
VI002647AG	42.0624999998629	70.1250000013232	9.32061534202585	13.5626880168171	4.47499999999868	8.67156250000267
VI002672AG	46.1874999998629	72.8125000013232	9.60833333340726	21.9833333333329	5.94499999999868	9.03158333312768
VI002739AG	41.3124999998629	68.8750000013232	10.0833333334073	19.5416666666663	5.32999999999868	6.93153645833601
VI002802A-BR	38.5624999998629	67.0000000013232	10.5250000000739	13.8916666666663	3.35999999999868	5.59809375000267
VI002859BG	42.2499999998629	65.2500000013232	11.0000000000739	30.9449999999996	3.02999999999868	8.06223958333601
VI002860AG	37.3124999998629	66.0625000013232	8.83333333340726	24.3999999999996	3.59499999999868	7.78750000000267
VI002872BG	40.0624999998629	66.1250000013232	10.1083333334073	33.6666666666662	3.83999999999868	10.265208333336
VI002877BG	39.9999999998629	67.1250000013232	9.80833333340726	26.6499999999996	3.63999999999868	8.60593750000267
VI002894B-BR	40.4374999998629	67.2500000013232	10.3583333334073	19.8916666666663	4.17499999999868	7.82687500000267
VI002926AG	43.8749999998629	70.5000000013232	10.9138888900739	20.6583333333329	3.27499999999868	8.95949026144526
VI002934AG	44.1249999998629	70.5000000013232	9.94166666674059	22.5749999999996	3.41999999999868	6.17635416666934
VI002986AG	43.0624999998629	72.9375000013232	9.80000000007393	23.3249999999996	3.08999999999868	7.96406250000267
VI002993BG	40.4999999998629	68.4375000013232	10.9416666667406	31.9749999999996	2.70999999999868	10.3631250000027
VI002999AG	47.2499999998629	65.5228241492385	9.81644867702585	2.70018801681712	3.94749999999868	6.32333333250267
VI003019A-BLM	39.8749999998629	68.6875000013232	9.98333333340726	8.69999999999958	3.71999999999868	4.15625000000268
VI003019BG	45.1249999998629	69.5625000013232	11.2750000000739	23.6083333333329	3.95749999999868	5.98250000000267
VI003034BG	41.1874999998629	68.5625000013232	11.0250000000739	27.3166666666663	3.76999999999868	9.17447916687767
VI003035AG	43.8749999998629	67.3125000013232	10.3555555567406	28.2249999999996	2.86999999999868	8.81356770750267
VI003057BG	46.4374999998629	73.9394908159052	10.4581153420258	22.8126880168171	2.93999999999868	9.24526041666935
VI003062BG	48.7499999998629	74.467268593683	9.43888889007393	25.8333333333329	2.69499999999868	9.00208333333601
VI003068A-BR	49.1874999998629	73.7500000013232	9.46666666674059	21.9699999999996	2.72999999999868	7.38354166687767
VI003070AG	43.0624999998629	69.2500000013232	10.7500000000739	24.4749999999996	2.89499999999868	7.27104166687767
VI003083BG	43.6249999998629	69.1875000013232	10.9416666667406	21.9749999999996	3.11999999999868	9.50614583333601
VI003114AG	45.9999999998629	69.9375000013232	9.24722222340726	27.9083333333329	3.25999999999868	10.5193750000027
VI003135B-BL	42.3124999998629	68.3750000013232	9.35833333340726	24.7416666666663	2.62999999999868	7.65447916666934
VI003159AG	47.8124999998629	70.7500000013232	8.94166666674059	29.6626880168171	2.30749999999868	8.02812500000268
VI003172BG	42.2499999998629	70.2500000013232	10.7250000000739	34.6916666666663	2.96499999999868	6.79739583333601
VI003181B-GM	42.4999999998629	69.0000000013232	9.19166666674059	17.6083333333329	2.64999999999868	6.27093750000267
VI003183AG	41.9999999998629	70.0625000013232	9.69166666674059	31.9083333333329	2.98499999999868	7.14062500000267
VI003187BG	41.8124999998629	66.5000000013232	9.52500000007393	31.4416666666663	3.73999999999868	8.19304687500268
VI003212B-BLM	40.7499999998629	68.3125000013232	9.91666666674059	26.0183333333329	2.85999999999868	7.79437500000267
VI003220AG	44.8749999998629	67.9375000013232	10.8916666667406	21.4916666666662	3.39499999999868	8.89501109366749
VI003232AG	46.8749999998629	75.0625000013232	10.2416666667406	16.2249999999996	2.58999999999868	8.26668750000267
VI003235AG	41.1249999998629	72.1339352603496	10.5831153420258	16.0126880168171	2.34999999999868	8.70354166750267
VI003242AG	41.4999999998629	65.8125000013232	9.60833333340726	21.8083333333329	3.44499999999868	7.84164303811193
VI003251A-BL	44.2499999998629	72.3750000013232	9.55000000007393	27.8333333333329	2.84499999999868	9.65968750000267
VI003251A-BLM	42.7499999998629	67.7500000013232	9.91666666674059	30.7249999999996	2.58999999999868	10.7254166666693
VI003252BG	45.8124999998629	67.8750000013232	10.1500000000739	8.44999999999959	2.52999999999868	4.42625000000267
VI003255AG	45.1874999998629	73.3750000013232	9.3916666667406	27.4249999999996	2.79499999999868	8.08625000000267
VI003276BG	44.1874999998629	69.2500000013232	9.50000000007393	13.3166666666663	3.10999999999868	4.79291666675268
VI003329AG	47.6874999998629	70.5625000013232	9.79166666674059	18.9366666666663	2.64999999999868	7.87500000000267
VI003332AG	42.5624999998629	72.0000000013232	9.97222222340726	19.9666666666663	2.98999999999868	7.79729166750267
VI003337BG	46.3749999998629	70.8750000013232	10.5555555567406	26.5666666666663	2.51482306070324	6.89333333333601
VI003364AG	37.3749999998629	66.3125000013232	10.6666666667406	24.3499999999996	4.87499999999868	11.1201562500027
VI003379BG	46.5624999998629	68.6875000013232	10.1083333334073	23.8333333333329	4.05499999999868	6.34041666687767
VI003382BG	44.3124999998629	68.7500000013232	9.19166666674059	23.9666666666663	3.12499999999868	8.27791666687767
VI003407AG	43.3124999998629	71.5625000013232	10.2416666667406	22.2749999999996	2.69999999999868	6.10052083333601
VI003413BG	40.9999999998629	69.8750000013232	10.1083333334073	16.7333333333329	3.03499999999868	7.60125000000267
VI003440AG	45.3749999998629	69.9375000013232	10.4166666667406	30.0183333333329	3.78499999999868	7.53020833333601
VI003455AG	43.8124999998629	74.0625000013232	9.58333333340726	18.6249999999996	3.40499999999868	6.02958333335684
VI003456AG	49.6249999998629	72.4375000013232	10.1333333334073	13.5083333333329	2.76499999999868	5.70632105680408
VI003465BG	43.6874999998629	69.3125000013232	10.4666666667406	25.3249999999996	2.65499999999868	7.93166666666934
VI003470BG	45.4999999998629	68.0625000013232	10.1250000000739	27.2249999999996	2.06499999999868	7.96562500000267
VI003480BG	40.1874999998629	67.9375000013232	10.4166666667406	21.3249999999996	4.32499999999868	9.01770833312768
VI003490AG	45.6874999998629	70.3750000013232	9.3277777767406	26.9133333333329	2.65499999999868	8.91895833416934
VI003493BG	42.6874999998629	70.6061574825719	9.88333333340726	20.7083333333329	2.32999999999868	6.64640625000267
VI003514BG	45.8124999998629	69.7500000013232	10.6583333334073	26.8499999999996	2.81499999999868	7.19729166666934
VI003517BG	46.4374999998629	71.8125000013232	10.0000000000739	16.8833333333329	3.53999999999868	6.12270833331517
VI003534AG	47.3124999998629	72.3561574825719	10.3331153420258	16.1751880168171	3.37499999999868	9.38614583333601
VI003534BG	47.7499999998629	72.2500000013232	11.0416666667406	22.7333333333329	3.40982306070324	11.3093750000027
VI003548AG	46.1874999998629	67.2500000013232	10.0500000000739	13.5333333333329	2.26999999999868	8.18000000000267
VI003554AG	45.9999999998629	71.2916666679899	9.38611111007393	16.9499999999996	2.26999999999868	6.94229166750267
VI003560BG	44.9374999998629	65.9583333346565	11.4333333334073	12.5249999999996	3.50499999999868	6.69562500000267
VI003563A-BR	41.4374999998629	71.6875000013232	9.85833333340726	30.8666666666662	3.00999999999868	9.443723958336
VI003577AG	46.7916666665296	73.8750000013232	9.02500000007393	21.4333333333329	2.20499999999868	8.40062500000267
VI003602AG	42.3124999998629	68.0625000013232	10.2750000000739	21.0249999999996	3.43999999999868	8.91250000000267
VI003642AG	45.7499999998629	69.7500000013232	10.0222222234073	29.0166666666663	2.07249999999868	9.67002604250267
VI003648BG	43.9999999998629	69.6875000013232	9.95000000007393	19.5249999999996	3.78249999999868	9.93182291687767
VI003658BG	46.1666666665296	70.6894908159052	9.33311534202585	14.9751880168171	3.41249999999868	8.26250000000267
VI003664AG	44.1249999998629	69.6250000013232	10.8277777767406	29.5166666666663	3.96749999999868	8.92937500000268
VI003678BG	44.9999999998629	71.0000000013232	8.77222222240726	13.2501880168171	2.84249999999868	5.75541666675267
VI003685AG	43.6249999998629	70.5000000013232	10.8333333334073	22.1749999999996	3.54749999999868	7.87734375000267
VI003699B-BG	44.4999999998629	76.5000000013232	9.10000000007393	10.1666666666663	2.51749999999868	7.19562500000267
VI003720BG	44.6874999998629	69.3750000013232	8.66111111007393	14.1999999999996	2.52249999999868	4.68499999916934
VI003725BG	46.4374999998629	72.0625000013232	9.90000000007393	24.9749999999996	3.70749999999868	7.37789583333601
VI003733BG	47.7083333331962	73.1875000013232	9.80555555674059	22.0333333333329	2.95249999999868	8.28520833325267
VI003734B-BR	49.9374999998629	72.467268593683	10.0581153420258	15.7251880168171	3.33749999999868	9.43583333250267
VI003734B-DG	38.7499999998629	65.7500000013232	9.91666666674059	29.5416666666663	3.90749999999868	9.07664062500267
VI003744AG	46.9999999998629	72.2728241492385	9.37061534202585	18.8251880168171	3.01749999999868	9.04937500000267
VI003755BG	40.9999999998629	68.1250000013232	9.33333333340726	21.5499999999996	3.35749999999868	9.13833333437767
VI003760BG	41.1874999998629	67.2083333346565	9.38333333340726	12.0666666666663	4.18249999999868	6.01291666675267
VI003785BG	37.7499999998629	66.5625000013232	11.1916666667406	30.0166666666663	3.22249999999868	10.671614583336
VI003795AG	41.2499999998629	70.6875000013232	9.85833333340726	18.6833333333329	3.36749999999868	7.55677083331517
VI003801BG	40.3541666665296	68.5208333346565	10.9166666667406	28.2166666666663	4.61249999999868	10.0639843750027
VI003882A-BLM	43.4374999998629	70.0000000013232	10.6083333334073	20.7833333333329	4.22249999999868	7.91868750000268
VI003886B-BR	38.5624999998629	67.5000000013232	9.7166666667406	29.7249999999996	3.48749999999868	9.310833333336
VI003886BY	40.4999999998629	67.6875000013232	9.97500000007393	33.3416666666663	3.91249999999868	9.87562500000267
VI003893AG	44.7499999998629	70.6250000013232	10.4166666667406	22.4916666666662	3.07249999999868	8.60184189013741
VI003894B-BLM	45.5624999998629	66.1397267095878	9.6666666667406	9.78333333333292	2.93999999999868	7.49500000000267
VI003907AG	42.0624999998629	67.2500000013232	9.71666666674059	25.3916666666663	3.09749999999868	8.131692708336
VI003914AG	38.6874999998629	66.2500000013232	9.8666666667406	27.4999999999996	2.04249999999868	11.0181250000027
VI003925B-BLM	40.8749999998629	69.6250000013232	9.63333333340726	30.7416666666662	3.03249999999868	8.74781250000267
VI003927AG	44.1249999998629	73.2450463714608	9.38333333340726	29.8666666666663	3.10249999999868	8.03031250000267
VI003929A-BL	43.3124999998629	66.6250000013232	8.30811534202585	14.3666666666663	2.40249999999868	5.16187500000267
VI003942AG	41.6874999998629	66.3125000013232	8.7416666667406	28.2666666666663	3.07749999999868	6.89375000000268
VI003944B-BR	40.8124999998629	69.7500000013232	9.40833333340726	20.9499999999996	4.10249999999868	8.02302083250267
VI003947B-BR	41.4374999998629	70.6875000013232	9.33333333340726	20.4083333333329	2.24249999999868	8.89328125000267
VI003948B-BR	37.1249999998629	65.8125000013232	10.3833333334073	20.8583333333329	3.41249999999868	6.11156250000267
VI003951AG	41.4374999998629	69.5625000013232	10.4916666667406	23.5916666666663	4.17249999999868	9.74927083333601
VI003954BG	39.7499999998629	68.1250000013232	9.69166666674059	19.6783333333329	3.73249999999868	7.96881250000267
VI003957AG	41.6874999998629	68.6250000013232	9.7416666667406	30.0166666666663	2.94249999999868	10.2690625000027
VI003958B-BLM	39.3958333331962	64.6875000013232	10.4416666667406	22.2583333333329	3.39249999999868	7.57520833250267
VI003959BG	39.8749999998629	69.8125000013232	10.7750000000739	31.6416666666663	3.26749999999868	7.87864583333601
VI004006A-GM	43.1249999998629	67.8750000013232	10.1333333334073	19.5999999999996	2.59249999999868	7.06312500000267
VI004010AG	43.6874999998629	71.1875000013232	10.1916666667406	25.8999999999996	4.08749999999868	8.05937500000267
VI004024AG	40.5937499998629	72.4166666679899	10.5000000000739	28.8624999999996	3.42749999999868	11.8796875001277
VI004044BG	44.1249999998629	69.3125000013232	10.3000000000739	24.7499999999996	3.82749999999868	7.25208333333601
VI004045A-DGM	42.8124999998629	71.5000000013232	10.0000000000739	31.5749999999996	2.61249999999868	10.7951562500027
VI004048A-DGM	41.8749999998629	66.1875000013232	10.4916666667406	21.8333333333329	2.73749999999868	7.31385416666934
VI004069BG	42.9374999998629	70.9375000013232	8.9666666667406	24.1833333333329	4.03249999999868	9.80781250000267
VI004096AG	44.6458333331962	69.0000000013232	10.3583333334073	25.1416666666663	2.65249999999868	7.18385416687767
VI004096BG	47.8749999998629	71.5000000013232	9.7666666667406	12.9999999999996	2.59749999999868	6.79500000000268
VI004129A-BLM	43.7499999998629	70.0000000013232	9.33333333340726	25.8416666666663	2.34749999999868	4.64593750000267
VI004138BG	40.6249999998629	69.4375000013232	10.9666666667406	28.0166666666663	3.56749999999868	9.41473958312767
VI004145B-BLM	44.7499999998629	68.5506019270163	9.87894867702585	14.7251880168171	3.52749999999868	6.57729166669017
VI004184AG	44.4374999998629	68.3750000013232	9.87061534202585	39.2626880168171	3.38249999999868	9.01927083354434
VI004243B-BR	42.6874999998629	66.8125000013232	9.35833333340726	24.4333333333329	2.93749999999868	7.50291666666934
VI004244B-BR	40.6249999998629	67.6250000013232	9.3555555567406	17.0449999999996	2.94249999999868	4.85291666666934
